,MONTH,ID,TEMP_C,LONGITUDE,LATITUDE,RCLASS,COORDS,START_TIME,END_TIME,Q99,DAILY_DIFF,DEPTH,REGION,SHOREDIST,SST,SST_MAX,WEEKLY_DIFF
0,2,3725.0,28.551155738304097,148.4452,-17.7174,Back Reef Slope,POINT (148.4452 -17.7174),2007-07-01 00:00:00,2010-06-18 13:30:00,29.482675,0.8357590993094057,4.0,AUSTRALIA,111.31948852539062,28.82393798828128,30.2499938964844,1.734399437904358
1,1,3727.0,29.418760282258063,149.962,-16.2863,Outer Reef Flat,POINT (149.962 -16.2863),2007-07-01 00:00:00,2011-04-16 13:30:00,31.468465,1.5148579476068544,2.2,AUSTRALIA,8593.361328125,28.850885009765648,30.123986816406276,1.9590625762939453
2,2,3746.0,27.52617454279444,154.4015,-20.9361,Shallow Lagoon,POINT (154.4015 -20.9361),2007-06-09 00:00:00,2010-10-17 13:30:00,29.32,0.9427144070805435,3.0,AUSTRALIA,103.9698486328125,28.124780273437523,29.150994873046898,1.8150750398635864
3,2,5362.0,28.44073988095238,152.3894,-19.0957,Back Reef Slope,POINT (152.3894 -19.0957),2008-10-14 00:00:00,2010-10-18 13:30:00,29.98,0.9595702311809589,4.25,AUSTRALIA,244706.125,28.473199462890648,29.476007080078148,1.2980910539627075
4,1,5364.0,28.921362684811825,147.8724,-16.4674,Back Reef Slope,POINT (147.8724 -16.4674),2008-11-01 00:00:00,2012-09-20 13:30:00,30.8949,1.0605852213848328,4.1,AUSTRALIA,146007.171875,28.995965576171898,30.665979003906276,1.9438683986663818
5,2,5366.0,29.28665669642857,147.1177,-15.4877,Shallow Lagoon,POINT (147.1177 -15.4877),2008-11-01 00:00:00,2010-10-31 23:30:00,31.8825,1.2615125945450378,3.0,AUSTRALIA,169389.34375,29.162225341796898,31.016992187500023,1.513413429260254
6,2,3144.0,24.623300215517244,159.0687,-29.4501,Back Reef Slope,POINT (159.0687 -29.4501),2007-03-01 00:00:00,2008-10-28 12:30:00,26.795983,1.02725898772375,7.4,AUSTRALIA,226535.1875,24.573571777343773,25.959985351562523,0.9257731437683105
7,2,3742.0,22.01641522988505,159.0687,-29.4501,Back Reef Slope,POINT (159.0687 -29.4501),2007-03-01 00:00:00,2008-10-27 12:30:00,23.1913,0.556271209727279,3.3,AUSTRALIA,226535.1875,24.573571777343773,25.959985351562523,0.9759973287582397
8,2,3148.0,25.75404856321839,159.1005,-29.452,Deep Lagoon,POINT (159.1005 -29.452),2007-03-01 00:00:00,2008-10-27 12:30:00,28.428965,1.5660737926770627,4.4,AUSTRALIA,226332.0625,24.533990478515648,25.838006591796898,1.0358176231384277
9,2,3182.0,24.39742370689655,159.0934,-29.9377,Inner Reef Flat,POINT (159.0934 -29.9377),2007-03-01 00:00:00,2008-10-28 12:30:00,26.524478,1.592774878266237,4.3,AUSTRALIA,172337.875,24.489678955078148,25.516992187500023,1.0660008192062378
10,1,5331.0,25.00729405864197,159.0654,-31.5391,Shallow Lagoon,POINT (159.0654 -31.5391),2009-03-04 00:00:00,2013-03-31 23:30:00,27.1843,1.1180842494951762,3.9,AUSTRALIA,580.1455078125,24.751824951171898,26.373986816406276,2.347299814224243
11,2,5334.0,24.787590710784315,159.0547,-31.5203,Inner Reef Flat,POINT (159.0547 -31.5203),2009-03-04 00:00:00,2013-06-27 12:30:00,27.7462,1.553447655078752,4.2,AUSTRALIA,94.8946533203125,24.753961181640648,26.420983886718773,2.3227298259735107
12,2,5339.0,25.47386257440476,159.0469,-31.5211,Inner Reef Flat,POINT (159.0469 -31.5211),2009-03-04 00:00:00,2011-03-31 23:30:00,27.4456,1.3531978268968088,2.55,AUSTRALIA,220.0264129638672,25.3940368652344,26.420983886718773,1.5306473970413208
13,1,9908.0,24.461642002688173,159.0755,-29.931,Inner Reef Flat,POINT (159.0755 -29.931),2007-03-01 00:00:00,2008-11-30 23:30:00,27.633148,1.945110140405616,1.0,AUSTRALIA,172991.4375,24.499414062500023,25.484002685546898,1.1340644359588623
14,3,6354.0,27.823765322580645,115.5214,-20.5214,Back Reef Slope,POINT (115.5214 -20.5214),2009-07-01 00:00:00,2010-05-21 15:30:00,29.552235,1.2651449691991783,2.3,AUSTRALIA,1669.7923583984375,28.542047119140648,29.747979736328148,0.8653978109359741
15,3,6355.0,27.56572573924731,115.5214,-20.5214,Back Reef Slope,POINT (115.5214 -20.5214),2009-05-01 00:00:00,2010-05-21 15:30:00,28.908022,0.992223941227312,6.1,AUSTRALIA,1669.7923583984375,28.542047119140648,29.747979736328148,0.8925833106040955
16,3,5471.0,26.903097647849464,115.5836,-20.4185,Back Reef Slope,POINT (115.5836 -20.4185),2009-05-01 00:00:00,2010-05-20 15:30:00,28.949148,0.995715164644714,2.5,AUSTRALIA,236.4883728027344,28.325463867187523,29.6559997558594,0.7760722041130066
17,3,5475.0,26.62152822580645,115.5912,-20.4164,Back Reef Slope,POINT (115.5912 -20.4164),2009-05-01 00:00:00,2010-05-20 15:30:00,28.4808,0.7901604852686309,7.0,AUSTRALIA,556.5974731445312,28.29244384765628,29.6769958496094,0.8590244054794312
18,3,9850.0,28.794832280465947,115.5251,-20.7847,Back Reef Slope,POINT (115.5251 -20.7847),2009-12-01 00:00:00,2012-04-30 23:30:00,30.76,0.6502059405940595,6.7,AUSTRALIA,4670.17138671875,29.200799560546898,31.0939880371094,2.0168681144714355
19,1,10775.0,28.53313733552632,115.5251,-20.7847,Back Reef Slope,POINT (115.5251 -20.7847),2009-12-01 00:00:00,2011-01-20 15:30:00,30.9838,0.6950040096230954,4.5,AUSTRALIA,4670.17138671875,28.729516601562523,30.816003417968773,1.278306245803833
20,3,9858.0,29.14859808467742,115.4616,-20.9019,Back Reef Slope,POINT (115.4616 -20.9019),2009-12-01 00:00:00,2012-01-31 23:30:00,30.929955,0.7009478956999086,4.85,AUSTRALIA,5928.64306640625,29.538018798828148,31.109979248046898,2.404222249984741
21,2,11975.0,30.048288864942528,114.1572,-21.8704,Back Reef Slope,POINT (114.1572 -21.8704),2012-01-01 00:00:00,2013-11-23 15:30:00,31.373945,1.2313426518615285,3.7,AUSTRALIA,929.7686157226562,29.698999023437523,31.515985107421898,1.5606491565704346
22,2,11976.0,27.41621073529412,113.7532,-23.1305,Shallow Lagoon,POINT (113.7532 -23.1305),2012-01-05 00:00:00,2014-04-30 23:30:00,29.7563,0.9493842463372236,4.7,AUSTRALIA,1081.843017578125,27.840661621093773,30.275994873046898,1.5644989013671875
23,3,11977.0,27.63301055107527,113.5439,-23.7648,Shallow Lagoon,POINT (113.5439 -23.7648),2012-01-01 00:00:00,2014-11-30 23:30:00,30.126,2.007770287316048,2.5,AUSTRALIA,101.8806610107422,27.193872070312523,29.253991699218773,2.017768383026123
24,3,11979.0,27.85540409946237,114.3746,-21.6557,Sheltered Reef Slope,POINT (114.3746 -21.6557),2013-07-06 00:00:00,2015-05-31 23:30:00,29.4436,0.951539603427578,5.9,AUSTRALIA,607.9054565429688,28.597070312500023,30.079003906250023,1.5392069816589355
25,2,3673.0,29.6441908625731,119.646,-17.0755,Deep Lagoon,POINT (119.646 -17.0755),2010-11-01 00:00:00,2012-08-30 15:30:00,30.570475,0.5912557942057943,7.0,AUSTRALIA,3700.63818359375,30.086846923828148,31.3019958496094,1.2445955276489258
26,4,3674.0,30.20136175925926,119.6492,-17.0657,Reef Slope,POINT (119.6492 -17.0657),2007-12-01 00:00:00,2011-04-30 23:30:00,32.5572,0.9949287402661954,6.0,AUSTRALIA,3000.651123046875,30.397027587890648,31.7609802246094,1.8335537910461426
27,4,3675.0,30.424102326388887,119.3704,-17.2838,Deep Lagoon,POINT (119.3704 -17.2838),2008-11-05 00:00:00,2010-05-24 15:30:00,31.4205,1.0322842603550295,5.05,AUSTRALIA,0.0,30.735253906250023,31.472985839843773,0.8751881718635559
28,4,3988.0,30.42281086165049,121.948,-14.0793,Reef Slope,POINT (121.948 -14.0793),2003-10-01 00:00:00,2014-09-30 23:30:00,31.4249,0.5822406266690403,8.3,AUSTRALIA,18478.021484375,30.526971435546898,32.27898559570315,2.824147939682007
29,4,3989.0,30.332771166666667,121.777,-14.069,Deep Lagoon,POINT (121.777 -14.069),2007-04-01 00:00:00,2010-04-30 23:30:00,31.6947,1.0579012995668111,6.0,AUSTRALIA,1001.8754272460938,30.268609619140648,31.834008789062523,1.792321801185608
30,11,5472.0,30.8388246875,123.5797,-12.5267,Deep Lagoon,POINT (123.5797 -12.5267),2008-11-01 00:00:00,2010-03-31 23:30:00,31.9364,1.0244908914728683,1.0,AUSTRALIA,2454.64599609375,30.442742919921898,31.688989257812523,0.839680016040802
31,11,5477.0,30.738962569444443,123.5741,-12.5258,Deep Lagoon,POINT (123.5741 -12.5258),2008-11-01 00:00:00,2010-03-31 23:30:00,31.7558,0.8712862403100775,2.0,AUSTRALIA,1964.40478515625,30.2746520996094,31.717004394531276,0.8460004925727844
32,3,5474.0,30.770939684139787,122.9996,-12.2245,Deep Lagoon,POINT (122.9996 -12.2245),2008-11-06 00:00:00,2011-02-28 23:30:00,32.2357,0.9775473330699332,5.0,AUSTRALIA,3798.321533203125,30.445611572265648,31.422998046875023,1.17134690284729
33,4,5904.0,29.67392375,123.5565,-12.5242,Reef Slope,POINT (123.5565 -12.5242),2008-11-01 00:00:00,2010-03-31 23:30:00,30.5445,0.7373972868217056,8.5,AUSTRALIA,645.0442504882812,30.463159179687523,31.7390075683594,0.919772744178772
34,11,5905.0,30.06149911764706,122.9898,-12.2396,Deep Lagoon,POINT (122.9898 -12.2396),2008-11-06 00:00:00,2011-08-31 23:30:00,32.13,2.247184415584416,4.2,AUSTRALIA,2114.39697265625,30.288018798828148,31.432000732421898,1.632694125175476
35,11,6341.0,29.95689234848485,122.969,-12.2247,Reef Slope,POINT (122.969 -12.2247),2008-11-06 00:00:00,2010-06-30 23:30:00,31.4191,1.586413122923588,4.5,AUSTRALIA,1784.4312744140625,30.418725585937523,31.386987304687523,0.9233435988426208
36,12,10315.0,29.423340322580643,122.969,-12.2246,Reef Slope,POINT (122.969 -12.2246),2010-07-15 00:00:00,2011-08-31 23:30:00,30.740987,0.99469200968523,19.7,AUSTRALIA,1784.4312744140625,30.506433105468773,31.432000732421898,0.8617004156112671
37,3,9127.0,29.763891297043013,118.9658,-17.5358,Deep Lagoon,POINT (118.9658 -17.5358),2009-07-01 00:00:00,2011-07-21 15:30:00,31.5299,1.5128908626560724,3.95,AUSTRALIA,106.14652252197266,30.168389892578148,31.4789978027344,1.5857453346252441
38,12,2619.0,28.06410228494624,146.9933,-18.4448,Deep Lagoon,POINT (146.9933 -18.4448),2008-06-09 10:30:00,2009-11-30 23:30:00,29.745958,0.9148474692626926,2.0,AUSTRALIA,45968.109375,29.0881286621094,30.023004150390648,1.2481536865234375
39,1,2620.0,28.63262333939945,146.9846,-18.4221,Reef Slope,POINT (146.9846 -18.4221),2007-08-13 00:00:00,2011-06-22 13:30:00,29.9074,0.5821357313268489,6.6,AUSTRALIA,47099.19140625,28.974542236328148,30.2189880371094,2.124279737472534
40,1,2621.0,28.537916700268816,148.8819,-20.0413,Plateau,POINT (148.8819 -20.0413),2006-05-06 00:00:00,2008-03-16 13:30:00,30.22275,1.4548634627158077,2.0,AUSTRALIA,104.57849884033205,27.909844970703148,28.961999511718773,1.369346022605896
41,2,2622.0,28.89375618572293,148.8122,-20.2557,Sheltered Reef Slope,POINT (148.8122 -20.2557),2007-12-14 00:00:00,2015-02-28 23:30:00,30.0255,0.3369140248962655,7.0,AUSTRALIA,0.0,28.472589111328148,30.605004882812523,2.7212588787078857
42,2,2949.0,28.997615679824563,148.8122,-20.2557,Sheltered Reef Slope,POINT (148.8122 -20.2557),2007-12-14 00:00:00,2012-04-30 23:30:00,30.1619,0.5390970582543063,3.75,AUSTRALIA,0.0,28.626367187500023,30.605004882812523,2.494919538497925
43,2,2624.0,29.104100818452384,146.4839,-18.6116,Sheltered Reef Slope,POINT (146.4839 -18.6116),2009-03-14 00:00:00,2010-08-31 23:30:00,30.0462,0.3957473880597014,7.7,AUSTRALIA,111.31948852539062,29.292382812500023,30.631005859375023,1.092432975769043
44,3,2625.0,29.88230443548387,146.4888,-18.5406,Sheltered Reef Slope,POINT (146.4888 -18.5406),2014-07-01 00:00:00,2015-05-31 23:30:00,30.9447,0.8417328358208955,2.0,AUSTRALIA,105.54191589355467,29.807672119140648,31.471002197265648,0.7757294774055481
45,1,2626.0,28.56104264112903,146.483,-18.5718,Sheltered Reef Slope,POINT (146.483 -18.5718),2008-02-10 00:00:00,2010-06-30 23:30:00,29.9751,0.5031024082568807,6.75,AUSTRALIA,0.0,29.056207275390648,30.839990234375023,1.796115517616272
46,1,2628.0,29.577911693548387,145.9933,-16.425,Inner Reef Flat,POINT (145.9933 -16.425),2007-03-01 00:00:00,2008-11-30 23:30:00,31.531426,1.3763263650546025,0.8,AUSTRALIA,20129.388671875,28.99385986328128,29.859979248046898,1.3063551187515259
47,2,2630.0,28.306055505952383,147.6686,-18.806,Sheltered Reef Slope,POINT (147.6686 -18.806),2009-03-06 00:00:00,2013-05-20 13:30:00,29.4266,0.4437365034838475,8.3,AUSTRALIA,62373.09765625,28.772821044921898,29.982995605468773,1.9721218347549438
48,12,2631.0,30.062115826612903,147.3814,-18.2585,Outer Reef Flat,POINT (147.3814 -18.2585),2007-06-01 00:00:00,2015-05-31 23:30:00,31.2678,1.081637983025462,4.0,AUSTRALIA,90327.2421875,29.066522216796898,30.6879821777344,2.3843624591827393
49,1,2633.0,29.676641465053763,147.4519,-18.3999,Reef Slope,POINT (147.4519 -18.3999),2007-06-01 00:00:00,2010-12-31 23:30:00,30.9175,0.5461075208558874,9.0,AUSTRALIA,87730.1484375,28.918298339843773,30.351007080078148,2.0708649158477783
50,2,2642.0,27.21425856911884,151.7739,-23.2457,Sheltered Reef Slope,POINT (151.7739 -23.2457),2008-05-04 00:00:00,2012-03-26 13:30:00,31.616235,4.428623210301524,1.2,AUSTRALIA,245.00965881347656,27.407525634765648,30.476007080078148,1.8084924221038818
51,2,2643.0,27.28624754464285,151.7768,-23.2465,Outer Reef Flat,POINT (151.7768 -23.2465),2008-05-08 00:00:00,2011-02-28 23:30:00,27.8345,0.756902772556391,11.05,AUSTRALIA,102.28205108642578,27.451318359375023,30.435998535156276,1.4969606399536133
52,1,2644.0,28.29456969086021,148.8997,-20.0572,Sheltered Reef Slope,POINT (148.8997 -20.0572),2006-05-07 00:00:00,2010-11-23 17:30:00,29.264760000000003,0.3746972808293925,9.0,AUSTRALIA,313.7035217285156,28.228295898437523,30.600000000000023,2.4304046630859375
53,2,2649.0,29.36561139380532,145.4422,-14.6884,Reef Slope,POINT (145.4422 -14.6884),2007-03-11 10:00:00,2012-01-31 23:30:00,31.872546,1.554699712596677,2.1,AUSTRALIA,222.63897705078125,29.096704101562523,31.144982910156276,2.560366153717041
54,2,2650.0,27.406391974572905,151.9182,-23.4384,Inner Reef Flat,POINT (151.9182 -23.4384),2008-05-01 00:00:00,2014-10-20 13:30:00,31.889064000000005,3.9552573756631655,1.0,AUSTRALIA,349.2268981933594,27.126153564453148,29.060998535156276,1.9868011474609375
55,1,2651.0,27.406307442876344,150.9701,-23.2015,Back Reef Slope,POINT (150.9701 -23.2015),2006-09-05 00:00:00,2013-07-31 23:30:00,28.8315,0.4690724173223309,5.8,AUSTRALIA,102.3165283203125,27.3378845214844,29.663995361328148,2.8554418087005615
56,1,2652.0,27.653475470430102,150.9706,-23.2005,Terrestrial Reef Flat,POINT (150.9706 -23.2005),2009-01-01 00:00:00,2013-07-31 23:30:00,29.159524,0.8394339847767949,2.4,AUSTRALIA,102.31729888916016,27.528131103515648,29.663995361328148,2.3100216388702393
57,2,2663.0,28.02731845238096,152.5662,-21.4727,Inner Reef Flat,POINT (152.5662 -21.4727),2010-04-01 00:00:00,2014-10-31 23:30:00,29.472286,1.2959794817813763,1.7,AUSTRALIA,33191.9375,27.863885498046898,28.641992187500023,1.794018030166626
58,1,2666.0,29.957857190860214,143.0336,-11.4409,Sheltered Reef Slope,POINT (143.0336 -11.4409),2011-11-01 00:00:00,2012-11-17 13:30:00,30.5552,0.6462083206273144,7.6,AUSTRALIA,676.7697143554688,29.784936523437523,30.209008789062523,0.6031177043914795
59,2,2668.0,26.99478571078432,151.9081,-23.4435,Outer Reef Flat,POINT (151.9081 -23.4435),2008-05-12 00:00:00,2012-03-29 13:30:00,28.05,1.220382851503541,7.9,AUSTRALIA,325.9881591796875,27.40474853515628,29.096002197265648,1.7822831869125366
60,1,2671.0,29.799558911058504,145.97,-16.7583,Outer Reef Flat,POINT (145.97 -16.7583),2007-04-01 00:00:00,2009-11-17 13:30:00,32.421524,2.549988224412961,0.3,AUSTRALIA,106.5915985107422,29.249108886718773,30.477990722656276,1.9143881797790527
61,2,2672.0,29.684740204678363,145.9803,-16.7755,Plateau,POINT (145.9803 -16.7755),2003-11-15 00:00:00,2013-10-18 13:30:00,31.27828,2.0621127158256223,6.0,AUSTRALIA,1723.362060546875,29.22237548828128,30.661981201171898,3.058159589767456
62,12,2681.0,28.631188552867386,144.0311,-11.5897,Outer Reef Flat,POINT (144.0311 -11.5897),2008-12-01 00:00:00,2011-10-30 13:30:00,30.132331,1.3461755609603012,2.0,AUSTRALIA,0.0,29.26632080078128,30.610986328125023,1.9426132440567017
63,2,2684.0,29.20631367647059,145.4695,-14.6911,Reef Slope,POINT (145.4695 -14.6911),2007-03-09 00:00:00,2010-10-18 13:30:00,30.9639,0.423312587810898,7.0,AUSTRALIA,215.35989379882807,29.111627197265648,31.175988769531276,2.260491132736206
64,2,2685.0,30.669463449541283,145.5619,-16.3831,Sheltered Reef Slope,POINT (145.5619 -16.3831),2007-08-15 00:00:00,2010-01-31 23:30:00,32.54142399999999,2.002958035341589,0.1,AUSTRALIA,106.79939270019533,29.121636962890648,30.200006103515648,1.7839421033859253
65,1,2686.0,29.419619690860213,145.5728,-16.3865,Sheltered Reef Slope,POINT (145.5728 -16.3865),2007-09-01 00:00:00,2011-07-31 13:30:00,30.8169,1.1343521700179175,5.0,AUSTRALIA,154.26512145996094,29.134393310546898,30.847985839843773,2.3534138202667236
66,12,2695.0,29.103244220430103,146.8645,-19.1549,Terrestrial Reef Flat,POINT (146.8645 -19.1549),2009-03-10 00:00:00,2010-11-30 23:30:00,31.038801000000003,1.8110736709532016,2.0,AUSTRALIA,237.95773315429688,29.2580505371094,30.661981201171898,1.4881294965744019
67,1,2709.0,29.426992254704302,146.2336,-16.8519,Reef Slope,POINT (146.2336 -16.8519),2006-07-01 04:00:00,2011-04-20 13:30:00,31.112347,0.772935474463471,1.95,AUSTRALIA,25303.181640625,29.082116699218773,30.7709899902344,2.5423524379730225
68,12,2720.0,29.7295063844086,147.451,-18.4015,Outer Reef Flat,POINT (147.451 -18.4015),2007-06-01 00:00:00,2011-04-30 23:30:00,30.8214,0.7396291560363302,3.0,AUSTRALIA,87624.8828125,29.002557373046898,30.351007080078148,2.1040613651275635
69,2,2722.0,29.65098387254902,147.0811,-18.619,Sheltered Reef Slope,POINT (147.0811 -18.619),2007-06-02 00:00:00,2010-12-31 23:30:00,31.5633,0.7957258505138188,3.0,AUSTRALIA,41849.94921875,28.80758056640628,30.167993164062523,2.134899616241455
70,2,2724.0,29.3571481372549,147.7199,-18.6534,Outer Reef Flat,POINT (147.7199 -18.6534),2007-06-10 00:00:00,2010-12-31 23:30:00,31.074563,0.8704587110026961,3.0,AUSTRALIA,80018.2578125,28.780908203125023,29.861993408203148,1.9380170106887817
71,1,2726.0,29.42108948924731,147.3813,-18.2572,Reef Slope,POINT (147.3813 -18.2572),2007-06-08 00:00:00,2015-04-30 13:30:00,31.6721,0.5805971232020012,8.0,AUSTRALIA,90397.8203125,29.066522216796898,30.6879821777344,2.42647123336792
72,2,2739.0,29.38740639367816,146.0871,-16.6891,Sheltered Reef Slope,POINT (146.0871 -16.6891),2011-11-05 00:00:00,2013-11-16 21:30:00,30.864887,0.8648140801001252,2.4,AUSTRALIA,10839.4111328125,29.661187744140648,30.661981201171898,1.347598910331726
73,1,3032.0,27.474467741935484,150.9383,-23.1536,Back Reef Slope,POINT (150.9383 -23.1536),2008-06-01 00:00:00,2011-04-30 23:30:00,29.247501000000003,0.4863611301719561,7.050000000000001,AUSTRALIA,1697.7872314453125,27.773858642578148,29.691003417968773,1.9137544631958008
74,2,3080.0,28.81890686746988,148.8884,-20.378,Plateau,POINT (148.8884 -20.378),2008-05-01 00:00:00,2012-05-31 23:30:00,29.5843,0.2867692168099331,6.7,AUSTRALIA,104.35231018066406,28.698663330078148,30.421990966796898,2.3473949432373047
75,2,3084.0,28.24915334821429,148.7218,-20.1046,Plateau,POINT (148.7218 -20.1046),2010-07-01 00:00:00,2011-05-22 13:30:00,29.0573,0.5284906833887894,3.7,AUSTRALIA,111.31948852539062,28.592187500000023,29.536004638671898,0.7469345927238464
76,2,3085.0,28.718155515521065,148.7219,-20.1051,Plateau,POINT (148.7219 -20.1051),2007-12-13 00:00:00,2015-12-31 23:30:00,29.684,0.4606692728284713,6.0,AUSTRALIA,222.63897705078125,28.580682373046898,30.769982910156276,2.726693868637085
77,1,3086.0,28.20323156922043,149.0389,-20.4685,Plateau,POINT (149.0389 -20.4685),2007-07-01 00:00:00,2015-10-24 13:30:00,29.3815,0.6400535362901149,3.85,AUSTRALIA,0.0,28.419946289062523,30.175988769531276,2.7847259044647217
78,2,3087.0,28.397919914215688,149.0389,-20.4685,Plateau,POINT (149.0389 -20.4685),2007-07-01 00:00:00,2013-06-30 23:30:00,29.5372,0.4825390838763767,6.6,AUSTRALIA,0.0,28.60299072265628,30.175988769531276,2.5525848865509033
79,1,3088.0,28.152752688172043,148.9382,-20.345,Back Reef Slope,POINT (148.9382 -20.345),2006-05-09 00:00:00,2007-06-26 13:30:00,29.0405,0.3274101752971993,2.0,AUSTRALIA,152.59803771972656,27.58468017578128,28.6870056152344,0.8838201761245728
80,1,3089.0,28.06871935483871,148.9382,-20.345,Back Reef Slope,POINT (148.9382 -20.345),2006-05-09 00:00:00,2007-06-26 13:30:00,28.932,0.2836872456175699,7.6,AUSTRALIA,152.59803771972656,27.58468017578128,28.6870056152344,0.8675994873046875
81,2,3262.0,27.36627588438309,151.0707,-23.1578,Outer Reef Flat,POINT (151.0707 -23.1578),2007-12-12 00:00:00,2014-01-31 23:30:00,28.6031,0.3351377747993406,9.0,AUSTRALIA,0.0,27.454278564453148,29.631982421875023,2.5455727577209473
82,1,3170.0,29.3229657594086,146.1742,-17.6722,Outer Reef Flat,POINT (146.1742 -17.6722),2007-07-06 00:00:00,2009-05-16 13:30:00,30.6642,0.6899626423411289,2.0,AUSTRALIA,0.0,29.108575439453148,30.546990966796898,1.4008359909057617
83,1,3177.0,29.193184509408603,146.0904,-17.227,Sheltered Reef Slope,POINT (146.0904 -17.227),2009-09-01 00:00:00,2015-07-31 23:30:00,30.3225,0.4065042217651092,6.6,AUSTRALIA,240.02511596679688,29.234155273437523,30.807000732421898,2.5908877849578857
84,1,3259.0,27.40406932795699,150.9638,-23.2162,Back Reef Slope,POINT (150.9638 -23.2162),2008-08-01 00:00:00,2014-04-30 23:30:00,28.7148,0.6324475114854518,4.6,AUSTRALIA,102.30504608154295,27.505059814453148,29.692987060546898,2.5959064960479736
85,1,3272.0,28.909089381720428,147.634,-18.8313,Deep Lagoon,POINT (147.634 -18.8313),2009-03-07 00:00:00,2011-12-20 13:30:00,29.76,0.4168358305782547,8.3,AUSTRALIA,58278.96875,28.813043212890648,29.818994140625023,1.836097002029419
86,2,4010.0,29.27619375,147.6339,-18.8312,Deep Lagoon,POINT (147.6339 -18.8312),2009-03-07 00:00:00,2012-10-31 23:30:00,30.274064,0.5953423344947736,3.8,AUSTRALIA,58232.69921875,28.819390869140648,29.855004882812523,1.941444993019104
87,2,3698.0,27.850221948099417,150.4895,-20.7647,Sheltered Reef Slope,POINT (150.4895 -20.7647),2006-09-07 00:00:00,2012-02-29 23:30:00,28.7875,0.366071351766513,10.0,AUSTRALIA,48117.29296875,28.328149414062523,29.6249938964844,2.2693169116973877
88,3,3707.0,28.25621370967741,150.4916,-20.7647,Sheltered Reef Slope,POINT (150.4916 -20.7647),2006-09-06 00:00:00,2007-12-16 13:30:00,29.2096,0.8767900875156277,1.4,AUSTRALIA,48304.484375,27.67012939453128,28.8859802246094,0.804060697555542
